,id,cookTimeInSeconds,ingredientCount,numberOfServings,prepTimeInSeconds,totalTimeInSeconds
372,Healthy-Fruit-and-Cream-Oatmeal-1707805,,13,7,,2400
373,Maple-Bacon-Overnight-Cinnamon-Rolls-1705311,2580.0,17,15,5400.0,7980
374,Honey-Sweetened-Strawberry-Vanilla-Jam-1688947,,6,4,,4200
375,Rainey-Thanksgiving-Day-French-Toast-1679986,,7,4,,3600
376,Spinach-and-mozzarella-egg-bake-309252,,8,6,,2700
377,Lemon-Poppy-Seed-Pancakes-1583289,,15,8,,1200
378,Porridge-with-coconut-milk_Recipe-for-weight-loss_-1680861,,7,4,,1800
379,Cacao-Chia-Breakfast-Pudding-w_-Red-Berry-Mash-_-v-1703297,,10,2,,1800
380,Green-Eggs-for-Breakfast-502301,,6,4,,1500
381,Mango-Coconut-Overnight-Oats-1633166,,7,1,28800.0,28800
382,Baked-French-Toast-1522183,,8,4,,3600
383,Perfect-Hard-Boiled-Eggs-1697531,900.0,4,12,300.0,1200
384,Banoffee-Waffles-1698444,,12,4,,2400
385,Homemade-Strawberry-Chia-Seed-Jam-758879,,6,1,,900
386,Simply-Perfect-Pancakes-1529207,1200.0,24,6,600.0,2700
387,Almond-Butter-Pancakes-1087916,,5,3,,900
388,Quinoa-Vegetable-Scramble-1281181,,5,4,,1500
389,Almond-Pancakes-with-Almond-Breeze-1631862,,7,4,,2100
390,Eggs-in-Purgatory-with-Garlic-Bread-1681280,900.0,9,3,300.0,1200
391,Mashed-potato-pancakes-333910,,3,2,,1500
392,Homemade-Orange-Jam-1308443,,4,3,,2400
393,Cheese-Grits-1613920,1500.0,7,4,,1500
394,Everyday-3-Minute-Oatmeal-1537906,120.0,5,1,60.0,180
395,Mashed-Banana-Oatmeal-1540688,600.0,5,2,60.0,660
396,Overnight-Oats-_Starbucks-Copycat_-1637769,,6,2,300.0,300
397,3-Ingredient-Peanut-Butter-Pancakes-579838,,4,4,,1800
398,Turmeric-Eggs-1637141,,11,1,,1500
399,Strawberries-_-Cream-Breakfast-Quinoa-1636229,,7,1,,1200
400,Vegan-Pancakes-1214928,600.0,10,4,,600
401,Veggie-Egg-Cups-1648521,900.0,4,12,300.0,1200
402,Tex-Mex-Breakfast-Muffins-1454116,120.0,11,1,120.0,240
403,Sausage-Breakfast-Bites-1251800,,7,12,,2400
404,Paleo-Pumpkin-Pancakes-1686514,1800.0,11,2,900.0,2700
405,Sweet-Potato-Breakfast-Cookies-1634181,1200.0,6,18,300.0,1500
406,Cinnamon-Banana-Pancakes-1287984,,10,4,,1500
407,Vegan-Coconut-Pancakes-1573721,,7,2,,1500
408,Almond-Blueberry-French-Toast-1690330,,9,4,,1500
409,Basic-Omelette-1429341,,6,4,,1200
410,Sausage-_-Hash-Brown-Balls-963906,,5,4,,2100
411,Copycat-McDonalds-Pancakes-1015438,,5,4,,1800
412,German-Pancakes-1273823,,5,4,,2400
413,Easiest-Banana-Pancakes-896059,,6,5,,1200
414,Low-Fat-Vanilla-Yogurt-Pancakes-1043803,900.0,5,4,600.0,1500
415,Biggest-Loser-Oatmeal-Pancakes-1612507,,6,5,,1500
416,Overnight-French-Toast-1047274,,7,7,,3600
417,Quinoa-Porridge-with-Blueberries-and-Pecans-Closet-Cooking-55001,,7,1,,1800
418,Blueberry-French-Toast-Casserole-1706713,,14,4,,4500
419,Lemon-Vanilla-Waffle-French-Toast-1567575,900.0,18,4,900.0,1800
420,Apple-Pie-Overnight-Oats-1689508,,7,2,,1500
421,Healthy-Matcha-Green-Tea-Oatmeal-1689110,,8,1,,300
422,Vegan-Fruit-and-Veggie-Everything-Breakfast-Loaf-1706267,2700.0,13,8,600.0,3300
423,Perfect-Brunch-Eggs-573684,,6,12,,1800
424,Double-Chocolate-Cashew-Overnight-Oats-1239066,,6,2,,900
425,Low-Carb-Pancakes-and-Waffles-1558432,,7,2,,1500
426,Blueberry-Chia-Seed-Jam-1022470,300.0,4,1,600.0,900
427,Lemon-Pancakes-1688922,,51,10,1200.0,3600
428,Sausage-and-Apple-Frittata-with-Dill-1687580,,9,4,,2700
429,Kale-_-Feta-Skillet-Frittata-in-15-Minutes-1635049,,7,4,,1500
430,Good-For-You-Overnight-Oats-1621700,,8,2,,1200
431,Chunky-Monkey-Overnight-Oats-1694801,,41,1,,1800
432,IHOP-Pancakes-631582,1200.0,9,4,,1200
433,Pancake-1286748,,7,4,,1800
434,Peanut-Butter-Banana-Protein-Overnight-Oats-1583298,,5,1,,1200
435,Spinach_-Sun-Dried-Tomato_-and-Feta-Omelets-with-Pesto-1668183,600.0,5,2,600.0,1200
436,Snickerdoodle-Pancakes-1069034,300.0,9,4,600.0,900
437,Broken-arm-breakfast-casserole-with-cottage-cheese_-bacon_-feta_-and-green-onions-310079,,7,4,,2700
438,Vegan-Banana-Oatmeal-Pancakes-752273,,7,4,,900
439,Baked-Eggs-in-Ricotta-Parmesan-Creamed-Spinach-1710092,,13,4,,1800
440,Blueberry-Muffin-Overnight-Oats-1294948,,8,1,,600
441,Easy-Breakfast-Waffles-1708864,300.0,10,12,600.0,900
442,5-Ingredient-Vegan-Banana-French-Toast-1640908,420.0,7,2,600.0,1020
443,Vanilla-Pancakes-1035781,600.0,6,4,480.0,1080
444,Spinach-And-Cheese-Egg-Muffins-1267448,,8,4,,2100
445,Blackberry-Lavendar-Jam-1698383,,5,6,,4500
446,Gluten-Free-Waffles-1629571,,9,9,,1800
447,Greens-for-Breakfast-990688,600.0,7,4,120.0,720
448,Paleo-Pancakes-1215112,900.0,4,8,300.0,1200
449,Light-_-Fluffy-Banana-Pancakes-1283741,,11,12,1500.0,1500
450,4-Ingredient-Banana-Pancakes-1684831,900.0,8,3,1200.0,2100
451,Tex-Mex-Breakfast-Bowls-1686301,1200.0,24,4,900.0,2100
452,Birthday-Pancakes-with-Cream-Cheese-Glaze-1536855,,13,4,,2100
453,Homemade-Seasoning-for-Breakfast-Sausage-981462,,7,4,,1500
454,Gooey-Baked-Cacao-Oatmeal-623228,,6,4,,2100
455,Greek-Omelet-with-Feta-1617849,1200.0,7,4,1200.0,2400
456,Eggless-Pancakes-1556088,,9,3,,1500
457,Sausage_-Egg-and-Cheese-Breakfast-Roll-Ups-1236002,,12,8,,2100
458,Chocolate-Oatmeal-1006760,600.0,8,2,300.0,900
459,Spanish-Omelette-1541158,2100.0,7,4,600.0,2700
460,Mini-Keto-Pancake-Donuts-1217906,,8,22,,1800
461,Best-Breakfast-Pancakes-990185,,8,4,,900
462,Alanna_s-peanut-butter-oatmeal-309979,,6,4,,600
463,Crispy-Cornmeal-Pancakes-With-Blueberry-Sauce-_Vegan_-Gluten-Free_-1698904,,15,5,,2100
464,Homemade-Breakfast-Sausage-1568374,600.0,9,4,300.0,900
465,American-style-Blueberry-Pancakes-1707717,,10,4,,1200
466,Avocado-Bacon-and-Eggs-1019540,,5,4,,1500
467,Paleo-Banana-Pancakes-600387,,4,1,,1200
468,Four-Ingredient-Protein-Pancakes-988118,600.0,4,5,300.0,900
469,Kahlua-and-Cream-French-Toast-1597605,900.0,5,8,300.0,1200
470,Hoecakes-aka-Cornmeal-Pancakes-1633170,900.0,7,16,300.0,1200
471,Basic-Buttermilk-Pancakes-1053871,600.0,7,8,600.0,1200
472,Huevos-Rancheros-1284356,,12,4,,1500
473,Chocolate-Chip-Pancakes-1051927,,8,4,,1200
474,Chocolate-Chip-Pancakes-1056165,,9,4,,1500
475,Blueberry-Dutch-Baby-Pancake-1595675,,8,4,,2100
476,Spaghetti-Squash-Egg-Baskets-1249325,,6,7,,2400
477,Maple-Bacon-Sausage-Patties-1575305,,7,4,,1200
478,Our-Favorite-Overnight-Oats-568688,,7,1,,1500
479,Egg-and-potato-breakfast-scramble-344679,,9,2,,1500
480,Strawberries-and-Cream-Baked-Oatmeal-1620108,,10,4,,2100
481,Yogurt-Breakfast-Bowl-1521229,,7,4,,600
482,Low-Sodium-Zucchini-Frittata-1702285,1200.0,11,8,600.0,1800
483,Summery-Spelt-Banana-Waffles-_vegan_-1693684,,9,4,,3600
484,Blueberry-Cheesecake-French-Toast-1634847,,7,4,,3300
485,Cheesy-Scrambled-Eggs-471196,,5,6,,1500
486,Coconut-Mango-Oat-Porridge-1662199,,7,1,,1500
487,Easy-Blueberry-Pancakes-511199,1200.0,9,4,600.0,1800
488,Double-Chocolate-Zucchini-Pancakes-1695944,600.0,12,8,300.0,900
489,Strawberry-Overnight-Oatmeal-1044048,,6,4,,900
490,Triple-Berry-Baked-Oatmeal-1696529,2400.0,12,6,600.0,3000
491,Peanut-Butter-Pancakes-1342291,900.0,9,11,300.0,1200
492,Sheepherder_s-Breakfast-1031558,1500.0,7,10,300.0,1800
493,Palatschinken---Austrian-Pancakes-1026441,,5,5,,2100
494,Quick-and-Easy-Waffles-1537027,,8,11,,1800
495,Mini-Gingerbread-Oatmeal-Breakfast-Bites-1416028,720.0,7,24,240.0,960
496,Sausage-_-Cornbread-Breakfast-Casserole-1613238,,7,7,,4800
497,Paleo-Pumpkin-Pancakes-with-Maple-Cashew-Cream-1707817,,18,12,,1200
498,Homemade-Whole-Wheat-Pancake-Mix-1559410,900.0,10,6,600.0,1500
499,Donut-French-Toast-1635063,,10,16,,1500
